OBJECTID1 *,OBJECTID,Research_Group,Date,Year,Month,Vessel,Sighting,Sight_Type,Start_Time,LocDesc,Start_Lat,Start_Long,Start_Dec_Lat,Start_Dec_Long,Depth,D_units,Species,Est_Size_Min,Est_Size_Max,Est_Size_Best,Num_Calves,Group_Type,GEX__m_,GEY__m_,Group_Beh,DOT,Other_Beh_1,Other_Beh_2,Other_Beh_3,Photos_,Est_ID,Actual_ID,Photographer_1,Series_Number_1,Frames_1,Photographer_2,Series_Number_2,Frames_2,Photographer_3,Series_Number_3,Frames_3,Comments,SHAPE *
128,339,MAKAH,5-Aug-20,2020,8,RHIB,4,SBE,12/30/1899 2:21:00 PM,Bullman,N 48 21.54,W 124 32.28,48.359,-124.538,32,ft,Er,<Null>,<Null>,2,,,<Null>,<Null>,Travel,,Breaching,,,1,2,<Null>,Jonathan Scordino,2020 Makah\20200805,20200805_JON_1157 - 20200805_JON_1246,Liliana Scordino,2020 Makah\20200805,20200805_LIZ_6934 - 20200805_LIZ_7038,,,,"travel, breach",Point
129,337,MAKAH,2-Aug-20,2020,8,Optimistic,2,S,<Null>,Bullman,N 48 21.28,W 124 32.21,48.3546,-124.5368,<Null>,,Er,5,9,6,,,<Null>,<Null>,,,,,,1,6,<Null>,Jonathan Scordino,2020 Makah\20200802,20200802_DSC_0463 - 20200802_DSC_0674,,,,,,,"estimate 5-7, but 9 individual lefts in photos (grainy, could be duplicates)",Point
130,192,MAKAH,7-Nov-19,2019,11,RHIB,3,SBE,12/30/1899 8:46:00 AM,,N 48 23.60,W 124 39.11,48.3933,-124.6518,35,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,Feeding,,,,,1,1,1,Elizabeth Allyn,20191107,20191107_LIZ_3362 - 20191107_LIZ_3387,Jonathan Scordino,20191107,20191107_JON_5697 - 20191107_JON_5710,,,,,Point
131,156,MAKAH,10-Oct-19,2019,10,RHIB,36,S,12/30/1899 2:35:00 PM,,N 48 10.38,W 124 45.63,48.173,-124.7605,26,ft,Er,<Null>,<Null>,2,,,<Null>,<Null>,,,,,,1,2,2,Elizabeth Allyn,20191010,20191010_LIZ_0609 - 20191010_LIZ_0658,Jonathan Scordino,20191010,"20191010_JON_3568 - 20191010_JON_3602,  3603-3608",,,,"Originally recorded as 1 individual, but 2 present in photos. Red dots in a line and jellies seen here. [Added unassigned frames 3603-3608 to this sighting]",Point
132,171,MAKAH,31-Oct-19,2019,10,RHIB,4,S,12/30/1899 10:47:00 AM,Koitlah,N 48 23.47,W 124 38.43,48.3911,-124.6405,34,ft,Er,1,2,1,,,<Null>,<Null>,Feeding,,,,,1,1,1,Elizabeth Allyn,20191031,20191031_LIZ_2085 - 20191031_LIZ_2171,Jonathan Scordino,20191031,20191031_JON_4763 - 20191031_JON_4772,,,,,Point
133,269,MAKAH,5-Jun-20,2020,6,RHIB,52,S,12/30/1899 4:28:00 PM,Neah Bay,N 48 22.71,W 124 35.29,48.3785,-124.5881,<Null>,,Er,<Null>,<Null>,3,,,<Null>,<Null>,Travel,,,,,1,3,<Null>,Jonathan Scordino,2020 Makah\20200605,20200605_JON_0541 - 20200605_JON_0759,,,,,,,"[Reconciled all of the following sides mentioned -ED]
Er1 = Er3
Er2 = Er4
Er5 = Er6
Recorded as 2 whales in the field, 3+ found in photos",Point
134,280,MAKAH,8-Jul-20,2020,7,RHIB,7,S,12/30/1899 2:09:00 PM,Bullman,N 48 21.48,W 124 32.15,48.358,-124.5358,24,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,,,,,,1,1,<Null>,Jonathan Scordino,2020 Makah\20200708,20200708_JON_4183 - 20200708_JON_4269,,,,,,,,Point
135,162,MAKAH,14-Oct-19,2019,10,RHIB,1,SBE,12/30/1899 9:50:00 AM,2nd Beach,N 48 22.33,W 124 34.62,48.3721,-124.577,31,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,Slow Travel,,,,,1,1,1,Elizabeth Allyn,20191014,20191014_LIZ_1107 - 20191014_LIZ_1134,Jonathan Scordino,20191014,20191014_JON_4218 - 20191014_JON_4252,,,,Focal follow,Point
136,357,MAKAH-NMML,4-Sep-19,2019,9,Blackfish,16,SBE,12/30/1899 2:24:00 PM,Guano,N 48 10.98,W 124 44.42,48.183,-124.7403,<Null>,,Er,<Null>,<Null>,2,,,<Null>,<Null>,Feeding,,,,,1,1,1,Elizabeth Allyn,20190904,20190904_LIZ_6453 - 20190904_LIZ_6487,,,,,,,"2 whales in area, only photos of one",Point
137,131,MAKAH,30-Sep-19,2019,9,Optimistic,5,S,12/30/1899 3:41:00 PM,N of Seal Rock,N 48 21.83,W 124 32.76,48.3638,-124.546,<Null>,,Er,<Null>,<Null>,1,,,<Null>,<Null>,,,,,,1,1,1,Elizabeth Allyn,20190930,20190930_LIZ_8737 - 20190930_LIZ_8749,,,,,,,,Point
138,301,MAKAH,14-Jul-20,2020,7,RHIB,46,S,12/30/1899 6:00:00 PM,,N 48 22.78,W 124 44.16,48.3796,-124.736,97,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,,,,,,1,2,<Null>,Jonathan Scordino,2020 Makah\20200714,20200714_JON_7557 - 20200714_JON_7589,,,,,,,,Point
139,69,MAKAH,22-Jul-19,2019,7,HABITAT,3,S,12/30/1899 10:42:00 AM,Bullman,N 48 21.39,W 124 32.59,48.3565,-124.5431,18,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,Feeding,,,,,1,1,1,Elizabeth Allyn,20190722,"20190722_LIZ_3763-3812, 20190722_JON_7383-7408",,,,,,,"Feeding. Tried to get a fecal sample, but could only get mud plume [Elizabeth Allyn only photographer listed, split up frame sets between _LIZ and _JON in Frame 1 field]",Point
140,325,MAKAH,27-Jul-20,2020,7,RHIB,16,S,12/30/1899 10:30:00 AM,,N 48 21.92,W 124 33.62,48.3653,-124.5603,37,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,Travel,,,,,1,1,<Null>,Jonathan Scordino,2020 Makah\20200727,20200727_JON_9991 - 20200727_JON_0042,,,,,,,"some photo overlap with next sighting within photo range [Changed frame end from 0048 to 0042, after which new animal appeared, since this sighting only has 1 animal -ED]",Point
141,83,MAKAH,7-Aug-19,2019,8,RHIB,33,SBE,12/30/1899 2:15:00 PM,,N 48 11.77,W 124 42.87,48.1961,-124.7145,<Null>,,Er,<Null>,<Null>,1,,,<Null>,<Null>,Feeding,,,,,1,1,1,Elizabeth Allyn,20190807,20190807_LIZ_4645 - 20190807_LIZ_4671,Jonathan Scordino,20190807,20190807_JON_8402 - 20190807_JON_8465,,,,"Feeding, fecal sample collected MKH-Er-190807-5. [Changed field ID from Er1 to Er7 in ID and sample record.]",Point
142,164,MAKAH,14-Oct-19,2019,10,RHIB,6,SBE,12/30/1899 11:16:00 AM,Bullman,N 48 21.52,W 124 32.39,48.3586,-124.5398,33,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,Travel,,,,,1,1,1,Elizabeth Allyn,20191014,20191014_LIZ_1281 - 20191014_LIZ_1386,Jonathan Scordino,20191014,20191014_JON_4392 - 20191014_JON_4423,,,,missed a scat,Point
143,79,MAKAH,7-Aug-19,2019,8,RHIB,18,SBE,12/30/1899 12:09:00 PM,Green Bank,N 48 21.22,W 124 42.83,48.3536,-124.7138,45,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,Feeding,,,,,1,1,1,Elizabeth Allyn,20190807,20190807_LIZ_4468 - 20190807_LIZ_4518,Jonathan Scordino,20190807,20190807_JON_8209 - 20190807_JON_8276,,,,"Feeding, fecal focal follow. Another Er in area, not seen when done with sighting 18 [Changed field ID from Er1 to Er3 in ID and sample record.]",Point
144,80,MAKAH,7-Aug-19,2019,8,RHIB,20,SBE,12/30/1899 12:45:00 PM,,N 48 19.81,W 124 41.54,48.3301,-124.6923,30,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,Feeding,,,,,1,1,1,Elizabeth Allyn,20190807,20190807_LIZ_4519 - 20190807_LIZ_4557,Jonathan Scordino,20190807,20190807_JON_8277 - 20190807_JON_8287,,,,"Feeding, fecal sample collected [Changed Er1 to Er4 in ID and sample record.]",Point
145,288,MAKAH,9-Jul-20,2020,7,RHIB,29,SBE,12/30/1899 1:08:00 PM,Portage,N 48 16.88,W 124 41.95,48.2813,-124.6991,70,ft,Er,<Null>,<Null>,2,,,<Null>,<Null>,Feeding,,,,,1,2,<Null>,Jonathan Scordino,2020 Makah\20200709,20200709_JON_5268 - 20200709_JON_5667,,,,,,,feeding,Point
146,181,MAKAH,31-Oct-19,2019,10,RHIB,20,SBE,12/30/1899 1:10:00 PM,Green Bank,N 48 20.59,W 124 42.74,48.3431,-124.7123,75,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,,,,,,1,1,1,Elizabeth Allyn,20191031,20191031_LIZ_2675 - 20191031_LIZ_2739,Jonathan Scordino,20191031,20191031_JON_5244 - 20191031_JON_5265,,,,[Moved frames 2675-2696 from S#18],Point
147,191,MAKAH,7-Nov-19,2019,11,RHIB,2,S,12/30/1899 8:00:00 AM,Waadah,N 48 23.19,W 124 36.28,48.3865,-124.6046,47,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,Feeding,,,,,1,1,1,Elizabeth Allyn,20191107,20191107_LIZ_3317 - 20191107_LIZ_3361,Jonathan Scordino,20191107,20191107_JON_5635 - 20191107_JON_5696,,,,"fecal sample collected, focal follow",Point
148,165,MAKAH,14-Oct-19,2019,10,RHIB,10,SBE,12/30/1899 1:38:00 PM,,N 48 21.91,W 124 33.06,48.3651,-124.551,51,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,Resting,,,,,1,1,<Null>,Elizabeth Allyn,20191014,20191014_LIZ_1387 - 20191014_LIZ_1658,,,,,,,"Many photos, but no ID shots, no head shots for BC, but maybe for recruitment analysis
Sitting just below surface, spinning, snorkeling, dorsal didn't breach the surface",Point
149,104,MAKAH,11-Sep-19,2019,9,RHIB,23,SBE,12/30/1899 12:48:00 PM,Father and Son,N 48 13.65,W 124 42.59,48.2275,-124.7098,49,ft,Er,<Null>,<Null>,2,,,<Null>,<Null>,Feeding,,,,,1,2,2,Elizabeth Allyn,20190911,20190911_LIZ_7210 - 20190911_LIZ_7263,Jonathan Scordino,20190911,20190911_JON_0889 - 20190911_JON_0973,,,,Fecal sample collected from Er1. [Changed field ID to S23_Er1 in Identifications and Sample forms to not be confused with Er1 from earlier in the day.],Point
150,355,MAKAH-NMML,4-Sep-19,2019,9,Blackfish,9,SBE,12/30/1899 1:03:00 PM,,N 48 19.03,W 124 41.28,48.3171,-124.688,<Null>,,Er,<Null>,<Null>,1,,,<Null>,<Null>,,,,,,1,1,1,Elizabeth Allyn,20190904,20190904_LIZ_6354 - 20190904_LIZ_6366,,,,,,,drone flight,Point
151,149,MAKAH,10-Oct-19,2019,10,RHIB,4,SBE,12/30/1899 9:46:00 AM,Koitlah,N 48 23.62,W 124 39.21,48.3936,-124.6535,44,ft,Er,<Null>,<Null>,2,,,<Null>,<Null>,Feeding,,,,,1,2,2,Elizabeth Allyn,20191010,20191010_LIZ_0132 - 20191010_LIZ_0301,Jonathan Scordino,20191010,20191010_JON_3060 - 20191010_JON_3203,,,,,Point
152,70,MAKAH,25-Jul-19,2019,7,HABITAT,9,SBE,12/30/1899 10:12:00 AM,Fuca Pillar,N 48 22.46,W 124 43.84,48.3743,-124.7306,28,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,Feeding,,,,,1,1,1,Elizabeth Allyn,20190725,20190725_LIZ_3847 - 20190725_LIZ_3909,Jonathan Scordino,20190725,20190725_JON_7409 - 20190725_JON_7471,,,,"Some scatter just over rocky bottom, feeding. Poop sample MKH-Er-190725-01 collected.",Point
153,196,MAKAH,7-Nov-19,2019,11,RHIB,12,S,12/30/1899 10:11:00 AM,Skagway,N 48 22.35,W 124 43.96,48.3725,-124.7326,42,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,,,,,,1,1,1,Elizabeth Allyn,20191107,20191107_LIZ_3676 - 20191107_LIZ_3682,Jonathan Scordino,20191107,20191107_JON_5931 - 20191107_JON_5945,,,,,Point
154,153,MAKAH,10-Oct-19,2019,10,RHIB,21,SBE,12/30/1899 12:58:00 PM,Father and Son,N 48 13.63,W 124 42.69,48.2271,-124.7115,41,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,,,,,,1,1,1,Elizabeth Allyn,20191010,20191010_LIZ_0500 - 20191010_LIZ_0525,Jonathan Scordino,20191010,20191010_JON_3459 - 20191010_JON_3492,,,,,Point
155,158,MAKAH,10-Oct-19,2019,10,RHIB,38,S,12/30/1899 2:57:00 PM,,N 48 10.08,W 124 44.96,48.168,-124.7493,26,ft,Er,<Null>,<Null>,2,,,<Null>,<Null>,,,,,,1,2,2,Elizabeth Allyn,20191010,20191010_LIZ_0664 - 20191010_LIZ_0780,Jonathan Scordino,20191010,20191010_JON_3638 - 20191010_JON_3773,,,,,Point
156,354,MAKAH-NMML,4-Sep-19,2019,9,Blackfish,7,SBE,12/30/1899 12:30:00 PM,Makah Bay,N 48 19.68,W 124 40.78,48.328,-124.6796,<Null>,,Er,<Null>,<Null>,1,,,<Null>,<Null>,,,,,,1,1,1,Elizabeth Allyn,20190904,20190904_LIZ_6342 - 20190904_LIZ_6353,,,,,,,drone flight,Point
157,124,MAKAH,20-Sep-19,2019,9,RHIB,37,S,12/30/1899 3:51:00 PM,,N 48 10.45,W 124 45.79,48.1741,-124.7631,28,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,,,,,,1,1,1,Elizabeth Allyn,20190920,20190920_LIZ_8552 - 20190920_LIZ_8556,,,,,,,"Photo just one side, from afar",Point
158,117,MAKAH,20-Sep-19,2019,9,RHIB,16,SBE,12/30/1899 11:25:00 AM,,N 48 20.84,W 124 42.79,48.3473,-124.7131,<Null>,,Er,<Null>,<Null>,1,,,<Null>,<Null>,Feeding,,,,,1,1,1,Elizabeth Allyn,20190920,20190920_LIZ_8221 - 20190920_LIZ_8327,Jonathan Scordino,20190920,20190920_JON_1682 _ 20190920_JON_1773,,,,"Start time from photo, maybe a few minutes off",Point
159,166,MAKAH,14-Oct-19,2019,10,RHIB,14,SBE,12/30/1899 2:37:00 PM,Neah Bay,N 48 23.01,W 124 37.00,48.3835,-124.6166,50,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,Travel,,,,,1,1,1,Elizabeth Allyn,20191014,20191014_LIZ_1659 - 20191014_LIZ_1698,Jonathan Scordino,20191014,20191014_JON_4424 - 20191014_JON_4477,,,,focal follow,Point
160,270,MAKAH,18-Jun-20,2020,6,RHIB,2,S,12/30/1899 7:47:00 AM,2nd Beach,N 48 22.51,W 124 34.95,48.3751,-124.5825,29,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,Travel,,Feeding,,,1,1,<Null>,Jonathan Scordino,2020 Makah\20200618,20200618_JON_0760 - 20200618_JON_0845,,,,,,,travel/feed,Point
161,276,MAKAH,26-Jun-20,2020,6,RHIB,4,SBE,12/30/1899 9:27:00 AM,Breakwater,N 48 22.91,W 124 36.46,48.3818,-124.6076,37,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,Feeding,,,,,1,2,<Null>,Jonathan Scordino,2020 Makah\20200626,20200626_JON_3509 - 20200626_JON_3572,Charlotte Shaw,2020 Makah\20200626,20200626_CHA_6429 - 20200626_CHA_6484,,,,Just outside the Neah Bay breakwater,Point
162,313,MAKAH,24-Jul-20,2020,7,RHIB,3,SBE,12/30/1899 9:03:00 AM,Sail River,N 48 21.80,W 124 33.48,48.3633,-124.558,26,ft,Er,<Null>,<Null>,2,,,<Null>,<Null>,Feeding,,,,,1,1,<Null>,Jonathan Scordino,2020 Makah\20200724,20200724_JON_8941 - 20200724_JON_8988,,,,,,,"Must have moved west and joined sighting #2, lost",Point
163,330,MAKAH,31-Jul-20,2020,7,RHIB,7,SBE,12/30/1899 10:48:00 AM,Mushroom/Slant Rock,N 48 23.44,W 124 42.17,48.3906,-124.7028,83,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,Travel,,,,,1,1,<Null>,Jonathan Scordino,2020 Makah\20200731,20200731_JON_0476 - 20200731_JON_0487,,,,,,,"lost it, marginal photo of right",Point
164,78,MAKAH,7-Aug-19,2019,8,RHIB,15,SBE,12/30/1899 11:18:00 AM,Skagway,N 48 22.32,W 124 43.94,48.372,-124.7323,29,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,Feeding,,,,,1,1,1,Elizabeth Allyn,20190807,20190807_LIZ_4410 - 20190807_LIZ_4467,Jonathan Scordino,20190807,20190807_JON_8133 - 20190807_JON_8208,,,,"Focal follow, no scat",Point
165,267,MAKAH,5-Jun-20,2020,6,RHIB,41,S,12/30/1899 12:54:00 PM,,N 48 09.20,W 124 44.57,48.1533,-124.7428,26,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,,,,,,0,<Null>,<Null>,,,,,,,,,,"blow observed, whale not found",Point
166,114,MAKAH,20-Sep-19,2019,9,RHIB,12,S,12/30/1899 10:11:00 AM,North of Skagway,N 48 22.45,W 124 43.97,48.3741,-124.7328,<Null>,,Er,<Null>,<Null>,2,,,<Null>,<Null>,,,,,,1,3,3,Jonathan Scordino,20190920,20190920_JON_1444 - 20190920_JON_1491,Elizabeth Allyn,20190920,20190920_LIZ_7976 - 20190920_LIZ_7999,,,,"Both also seen in sighting 10, making sure good photos - NOT NEW WHALES [All 3 animals from S10.]",Point
167,277,MAKAH,26-Jun-20,2020,6,RHIB,5,SBE,12/30/1899 9:33:00 AM,Koitlah,N 48 22.89,W 124 36.62,48.3815,-124.6103,41,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,Travel,,,,,1,1,<Null>,Jonathan Scordino,2020 Makah\20200626,20200626_JON_3573 - 20200626_JON_3747,Charlotte Shaw,2020 Makah\20200626,20200626_CHA_6485 - 20200626_CHA_6615,,,,Same whale as sighting 4,Point
168,9,CRC,2-Sep-19,2019,9,ZIP,9,,12/30/1899 4:25:00 PM,,N48 21.02,W124 31.39,48.3504,-124.5232,<Null>,m,Er,<Null>,<Null>,1,0,Single,<Null>,<Null>,Travel-Fast,E,,,,1,1,<Null>,John Calambokidis,,186-240,Jonathan Scordino,20190902,20190902_JON_0439 - 20190902_JON_0481,,,,,Point
169,331,MAKAH,31-Jul-20,2020,7,RHIB,27,SBE,12/30/1899 12:53:00 PM,Father n Son,N 48 13.50,W 124 42.66,48.225,-124.711,39,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,Travel,,,,,1,1,<Null>,Jonathan Scordino,2020 Makah\20200731,20200731_JON_0488 - 20200731_JON_0549,,,,,,,"no count on data sheet, looks like just one whale photographed",Point
170,163,MAKAH,14-Oct-19,2019,10,RHIB,4,SBE,12/30/1899 10:31:00 AM,Snow Creek,N 48 21.33,W 124 32.60,48.3555,-124.5433,22,ft,Er,<Null>,<Null>,2,,,<Null>,<Null>,Feeding,,,,,1,2,2,Elizabeth Allyn,20191014,20191014_LIZ_1135 - 20191014_LIZ_1280,Jonathan Scordino,20191014,20191014_JON_4253 - 20191014_JON_4391,,,,fecal sample collected,Point
171,346,MAKAH,19-Nov-20,2020,11,Optimistic,3,SBE,12/30/1899 1:07:00 PM,Seal/Sail,N 48 21.55,W 124 33.14,48.3591,-124.5523,<Null>,,Er,<Null>,<Null>,1,,,<Null>,<Null>,,,,,,1,1,<Null>,Jonathan Scordino,2020 Makah\20201119,20201119_LIZ_8271 - 20201119_LIZ_8334,,,,,,,[Changed begin frame from 8261 to 8271. -ED],Point
172,266,MAKAH,5-Jun-20,2020,6,RHIB,5,SBE,12/30/1899 9:24:00 AM,Waterfall Cove to Warmhouse,N 48 23.41,W 124 41.92,48.3901,-124.6986,46,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,Travel,,Feeding,,,1,1,<Null>,Jonathan Scordino,2020 Makah\20200605,20200605_JON_0308 - 20200605_JON_0435,,,,,,,"Started at Waterfall cove, travel to Warmhouse. Feed/travel, decent scatter layer present",Point
